taxid	organism_name	annotation_id	annotation_url	assembly_accession	assembly_url	busco_complete	busco_duplicated	busco_single_copy	busco_fragmented	busco_missing
48723	Pontoporia blainvillei	dc8face7dbbe1ee51ada51c547d5eadf	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/754/075/GCA_011754075.1_ASM1175407v1/GCA_011754075.1_ASM1175407v1_genomic.gff.gz	GCA_011754075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/754/075/GCA_011754075.1_ASM1175407v1/GCA_011754075.1_ASM1175407v1_genomic.fna.gz	9.3	0.0	9.3	16.3	74.4
48744	Hyperoodon ampullatus	8b4f2f2f25ea22e4a212b8d00875b5a1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/752/795/GCF_949752795.1_mHypAmp2.1/GCF_949752795.1_mHypAmp2.1_genomic.gff.gz	GCF_949752795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/752/795/GCF_949752795.1_mHypAmp2.1/GCF_949752795.1_mHypAmp2.1_genomic.fna.gz	99.2	6.2	93.0	0.8	0.0
48745	Mesoplodon bidens	fe2ae9575aa91be72e1727e22598f843	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/165/515/GCF_964165515.1_mMesBid2.hap1.1/GCF_964165515.1_mMesBid2.hap1.1_genomic.gff.gz	GCF_964165515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/165/515/GCF_964165515.1_mMesBid2.hap1.1/GCF_964165515.1_mMesBid2.hap1.1_genomic.fna.gz	100.0	10.1	89.9	0.0	0.0
48850	Tamandua tetradactyla	c13c8e448a350cca73d6e55ca8ea5000	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/851/605/GCF_023851605.1_mTamTet1.pri/GCF_023851605.1_mTamTet1.pri_genomic.gff.gz	GCF_023851605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/851/605/GCF_023851605.1_mTamTet1.pri/GCF_023851605.1_mTamTet1.pri_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
50954	Talpa occidentalis	ded40c893d9c7530071f6dbd828386a9	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/898/055/GCF_014898055.3_MPIMG_talOcc4v2.1/GCF_014898055.3_MPIMG_talOcc4v2.1_genomic.gff.gz	GCF_014898055.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/898/055/GCF_014898055.3_MPIMG_talOcc4v2.1/GCF_014898055.3_MPIMG_talOcc4v2.1_genomic.fna.gz	99.2	6.2	93.0	0.8	0.0
51014	Artibeus intermedius	234c92e9e5b2377082f29feb6887df37	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/363/145/GCA_038363145.1_mArtInt1.hap1/GCA_038363145.1_mArtInt1.hap1_genomic.gff.gz	GCA_038363145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/363/145/GCA_038363145.1_mArtInt1.hap1/GCA_038363145.1_mArtInt1.hap1_genomic.fna.gz	100.0	2.3	97.7	0.0	0.0
51298	Myotis myotis	99bd279fc3d417c16f05d481c6015bb1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/235/GCF_014108235.1_mMyoMyo1.p/GCF_014108235.1_mMyoMyo1.p_genomic.gff.gz	GCF_014108235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/235/GCF_014108235.1_mMyoMyo1.p/GCF_014108235.1_mMyoMyo1.p_genomic.fna.gz	99.2	10.1	89.1	0.8	0.0
51337	Jaculus jaculus	a2d07a59821682c2d21640a10ec998db	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/685/GCF_020740685.1_mJacJac1.mat.Y.cur/GCF_020740685.1_mJacJac1.mat.Y.cur_genomic.gff.gz	GCF_020740685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/685/GCF_020740685.1_mJacJac1.mat.Y.cur/GCF_020740685.1_mJacJac1.mat.Y.cur_genomic.fna.gz	100.0	10.9	89.1	0.0	0.0
51338	Castor canadensis	88f610066bda18563093bfb78919c004	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/511/655/GCF_047511655.1_mCasCan1.hap1v2/GCF_047511655.1_mCasCan1.hap1v2_genomic.gff.gz	GCF_047511655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/511/655/GCF_047511655.1_mCasCan1.hap1v2/GCF_047511655.1_mCasCan1.hap1v2_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
52113	Mesoplodon mirus	9787df6987e9d248ef4ed63c0580faa2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/341/445/GCF_964341445.1_mMesMir1.hap1.1/GCF_964341445.1_mMesMir1.hap1.1_genomic.gff.gz	GCF_964341445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/341/445/GCF_964341445.1_mMesMir1.hap1.1/GCF_964341445.1_mMesMir1.hap1.1_genomic.fna.gz	100.0	8.5	91.5	0.0	0.0
53275	Rhizomys pruinosus	ecf1a9525978b1467ad206e098497f43	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Rhizomys_pruinosus/GCA_009823505.1/ensembl/geneset/2020_05/genes.gff3.gz	GCA_009823505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/823/505/GCA_009823505.1_RhiPru_1.0/GCA_009823505.1_RhiPru_1.0_genomic.fna.gz	89.9	3.1	86.8	6.2	3.9
54180	Trachypithecus francoisi	7e4d93dbf5c7f030461562c818b82cb8	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/764/315/GCF_009764315.1_Tfra_2.0/GCF_009764315.1_Tfra_2.0_genomic.gff.gz	GCF_009764315.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/764/315/GCF_009764315.1_Tfra_2.0/GCF_009764315.1_Tfra_2.0_genomic.fna.gz	96.9	6.2	90.7	1.6	1.6
55149	Sciurus vulgaris	9853a53d243703fb8410e4b2fdd6723b	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/686/455/GCF_902686455.1_mSciVul1.2/GCF_902686455.1_mSciVul1.2_genomic.gff.gz	GCF_902686455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/686/455/GCF_902686455.1_mSciVul1.2/GCF_902686455.1_mSciVul1.2_genomic.fna.gz	100.0	9.3	90.7	0.0	0.0
56216	Neotoma lepida	9c18ed5820016f8121d22a414d6dc273	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/575/GCA_001675575.1_ASM167557v1/GCA_001675575.1_ASM167557v1_genomic.gff.gz	GCA_001675575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/575/GCA_001675575.1_ASM167557v1/GCA_001675575.1_ASM167557v1_genomic.fna.gz	62.0	2.3	59.7	22.5	15.5
56236	Scotinomys teguina	0afc971ee7ddbdaa4fd90286a7259945	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/901/635/GCA_049901635.1_ASM4990163v1/GCA_049901635.1_ASM4990163v1_genomic.gff.gz	GCA_049901635.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/901/635/GCA_049901635.1_ASM4990163v1/GCA_049901635.1_ASM4990163v1_genomic.fna.gz	76.7	3.9	72.9	19.4	3.9
57486	Mus musculus molossinus	81db6d4e7c61d39eb6b1409f8ab5ff26	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mus_musculus_molossinus/GCA_921999095.2/ensembl/geneset/2025_07/genes.gff3.gz	GCA_921999095.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/999/095/GCA_921999095.2_JF1_MsJ_v3/GCA_921999095.2_JF1_MsJ_v3_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
58069	Hipposideros galeritus	57517e267c739ed026174f3726eed6b5	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Hipposideros_galeritus/GCA_004027415.1/ensembl/geneset/2020_09/genes.gff3.gz	GCA_004027415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/415/GCA_004027415.1_HipGal_v1_BIUU/GCA_004027415.1_HipGal_v1_BIUU_genomic.fna.gz	69.8	5.4	64.3	20.2	10.1
59463	Myotis lucifugus	c34bcd3a55dd0027f331e2be7ebf58b8	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/115/GCF_000147115.1_Myoluc2.0/GCF_000147115.1_Myoluc2.0_genomic.gff.gz	GCF_000147115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/115/GCF_000147115.1_Myoluc2.0/GCF_000147115.1_Myoluc2.0_genomic.fna.gz	94.6	7.0	87.6	3.9	1.6
59465	Nyctalus leisleri	fe111347767318d3eeb81288f80540d5	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Nyctalus_leisleri/GCA_964264875.2/ensembl/geneset/2025_05/genes.gff3.gz	GCA_964264875.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/264/875/GCA_964264875.2_mNycLei1.hap1.2/GCA_964264875.2_mNycLei1.hap1.2_genomic.fna.gz	96.9	4.7	92.2	0.8	2.3
59472	Pipistrellus kuhlii	156af3f9bbbb69c09a5a3d098d7d5f68	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/245/GCF_014108245.1_mPipKuh1.p/GCF_014108245.1_mPipKuh1.p_genomic.gff.gz	GCF_014108245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/245/GCF_014108245.1_mPipKuh1.p/GCF_014108245.1_mPipKuh1.p_genomic.fna.gz	100.0	7.0	93.0	0.0	0.0
59473	Pipistrellus nathusii	a2efb619e033f17741b19a5c1cc93abf	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/693/515/GCA_963693515.1_mPipNat.pri/GCA_963693515.1_mPipNat.pri_genomic.gff.gz	GCA_963693515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/693/515/GCA_963693515.1_mPipNat.pri/GCA_963693515.1_mPipNat.pri_genomic.fna.gz	96.9	1.6	95.3	2.3	0.8
59474	Pipistrellus pipistrellus	94e3242c6488a9eee0a137a11fe69288	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Pipistrellus_pipistrellus/GCA_965203405.2/ensembl/geneset/2025_10/genes.gff3.gz	GCA_965203405.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/203/405/GCA_965203405.2_mPipPip2.hap1.2/GCA_965203405.2_mPipPip2.hap1.2_genomic.fna.gz	98.4	3.1	95.3	1.6	0.0
59477	Rhinolophus affinis	1b09680e0be1db471cbff8960213c282	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/728/065/GCA_043728065.1_ASM4372806v1/GCA_043728065.1_ASM4372806v1_genomic.gff.gz	GCA_043728065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/728/065/GCA_043728065.1_ASM4372806v1/GCA_043728065.1_ASM4372806v1_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
59479	Rhinolophus ferrumequinum	281180900bed581637c3b11a2e87f42e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/115/265/GCF_004115265.2_mRhiFer1_v1.p/GCF_004115265.2_mRhiFer1_v1.p_genomic.gff.gz	GCF_004115265.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/115/265/GCF_004115265.2_mRhiFer1_v1.p/GCF_004115265.2_mRhiFer1_v1.p_genomic.fna.gz	99.2	8.5	90.7	0.8	0.0
59482	Saccopteryx bilineata	3972ae4d5bc664fbd546416ba88134d8	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Saccopteryx_bilineata/GCA_036850765.1/ensembl/geneset/2024_11/genes.gff3.gz	GCA_036850765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/850/765/GCA_036850765.1_mSacBil1_pri_phased_curated/GCA_036850765.1_mSacBil1_pri_phased_curated_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
59534	Oryx dammah	8334ba74e534c78707da0b936bae93bc	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/754/425/GCF_014754425.2_SCBI_Odam_1.1/GCF_014754425.2_SCBI_Odam_1.1_genomic.gff.gz	GCF_014754425.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/754/425/GCF_014754425.2_SCBI_Odam_1.1/GCF_014754425.2_SCBI_Odam_1.1_genomic.fna.gz	99.2	10.9	88.4	0.0	0.8
60711	Chlorocebus sabaeus	77e7d2e330aa7f35ecea4f37f1b36c94	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/675/955/GCF_047675955.1_mChlSab1.0.hap1/GCF_047675955.1_mChlSab1.0.hap1_genomic.gff.gz	GCF_047675955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/675/955/GCF_047675955.1_mChlSab1.0.hap1/GCF_047675955.1_mChlSab1.0.hap1_genomic.fna.gz	98.4	3.1	95.3	1.6	0.0
60744	Acomys dimidiatus	bfe4e291766fe73bb4d4083d0962b750	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Acomys_dimidiatus/GCA_907164435.1/ensembl/geneset/2022_07/genes.gff3.gz	GCA_907164435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/164/435/GCA_907164435.1_mAcoDim1_REL_1905/GCA_907164435.1_mAcoDim1_REL_1905_genomic.fna.gz	98.4	2.3	96.1	1.6	0.0
60746	Acomys russatus	0e4df02f50dbc26c33f326c5bab761db	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/995/435/GCF_903995435.1_mAcoRus1.1/GCF_903995435.1_mAcoRus1.1_genomic.gff.gz	GCF_903995435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/995/435/GCF_903995435.1_mAcoRus1.1/GCF_903995435.1_mAcoRus1.1_genomic.fna.gz	100.0	3.9	96.1	0.0	0.0
61156	Arvicanthis niloticus	c315bbc71413825ea0cf19914cf90bf4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/762/505/GCF_011762505.2_mArvNil1.pat.X/GCF_011762505.2_mArvNil1.pat.X_genomic.gff.gz	GCF_011762505.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/762/505/GCF_011762505.2_mArvNil1.pat.X/GCF_011762505.2_mArvNil1.pat.X_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
61383	Lynx canadensis	510d05f8c146309176eea8848fa94718	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/474/595/GCF_007474595.2_mLynCan4.pri.v2/GCF_007474595.2_mLynCan4.pri.v2_genomic.gff.gz	GCF_007474595.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/474/595/GCF_007474595.2_mLynCan4.pri.v2/GCF_007474595.2_mLynCan4.pri.v2_genomic.fna.gz	98.4	1.6	96.9	1.6	0.0
61384	Lynx rufus	3f9aa089343ea54859689897edc3ef44	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/079/265/GCF_022079265.1_mLynRuf1.p/GCF_022079265.1_mLynRuf1.p_genomic.gff.gz	GCF_022079265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/079/265/GCF_022079265.1_mLynRuf1.p/GCF_022079265.1_mLynRuf1.p_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
61388	Prionailurus viverrinus	16ee03b41fbe87aa6936e29d0256e418	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/837/055/GCF_022837055.1_UM_Priviv_1.0/GCF_022837055.1_UM_Priviv_1.0_genomic.gff.gz	GCF_022837055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/837/055/GCF_022837055.1_UM_Priviv_1.0/GCF_022837055.1_UM_Priviv_1.0_genomic.fna.gz	100.0	3.9	96.1	0.0	0.0
61452	Neofelis nebulosa	8ec60034489e5fd2ef42f5914b7a8cab	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Neofelis_nebulosa/GCA_028018385.1/ensembl/geneset/2025_04/genes.gff3.gz	GCA_028018385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/018/385/GCA_028018385.1_mNeoNeb1.pri/GCA_028018385.1_mNeoNeb1.pri_genomic.fna.gz	100.0	6.2	93.8	0.0	0.0
61621	Rhinopithecus bieti	7f170bfb5fcea262c2b91bdbea8d37ea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/545/GCF_001698545.2_ASM169854v2/GCF_001698545.2_ASM169854v2_genomic.gff.gz	GCF_001698545.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/545/GCF_001698545.2_ASM169854v2/GCF_001698545.2_ASM169854v2_genomic.fna.gz	94.6	0.8	93.8	4.7	0.8
61622	Rhinopithecus roxellana	0fc5ac2754356a483536b7461204f679	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/565/055/GCF_007565055.1_ASM756505v1/GCF_007565055.1_ASM756505v1_genomic.gff.gz	GCF_007565055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/565/055/GCF_007565055.1_ASM756505v1/GCF_007565055.1_ASM756505v1_genomic.fna.gz	97.7	3.1	94.6	2.3	0.0
61853	Nomascus leucogenys	b422e92c046999c8221787964b7f22b1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/625/GCF_006542625.1_Asia_NLE_v1/GCF_006542625.1_Asia_NLE_v1_genomic.gff.gz	GCF_006542625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/625/GCF_006542625.1_Asia_NLE_v1/GCF_006542625.1_Asia_NLE_v1_genomic.fna.gz	97.7	3.1	94.6	2.3	0.0
61862	Plecotus auritus	8b1daf0a0bfbfe3d90eeec4757eefbfa	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Plecotus_auritus/GCA_963455305.1/ensembl/geneset/2025_05/genes.gff3.gz	GCA_963455305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/455/305/GCA_963455305.1_mPleAur1.1/GCA_963455305.1_mPleAur1.1_genomic.fna.gz	98.4	3.1	95.3	0.8	0.8
62283	Sorex fumeus	20c013cc21e1eab7aab4267e85036552	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/834/395/GCF_029834395.1_SorFum_2.1/GCF_029834395.1_SorFum_2.1_genomic.gff.gz	GCF_029834395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/834/395/GCF_029834395.1_SorFum_2.1/GCF_029834395.1_SorFum_2.1_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
62621	Lepus timidus	51d794a7bbb17da2ddbec260334dbedb	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Lepus_timidus/GCA_040893245.2/ensembl/geneset/2025_08/genes.gff3.gz	GCA_040893245.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/893/245/GCA_040893245.2_mLepTim1.1_pri/GCA_040893245.2_mLepTim1.1_pri_genomic.fna.gz	92.2	7.0	85.3	5.4	2.3
64680	Tamias sibiricus	59c8dcf857f668d22d48252e44d39fa5	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Tamias_sibiricus/GCA_025594165.1/ensembl/geneset/2023_10/genes.gff3.gz	GCA_025594165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/594/165/GCA_025594165.1_ASM2559416v1/GCA_025594165.1_ASM2559416v1_genomic.fna.gz	95.3	3.1	92.2	0.8	3.9
68408	Moschus berezovskii	8ec285fc3303524f0372dd15bbd5e38f	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/376/915/GCF_022376915.1_ASM2237691v1/GCF_022376915.1_ASM2237691v1_genomic.gff.gz	GCF_022376915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/376/915/GCF_022376915.1_ASM2237691v1/GCF_022376915.1_ASM2237691v1_genomic.fna.gz	98.4	12.4	86.0	0.8	0.8
68724	Canis aureus	dd390f715b73c7fe3274f5a379eb1c13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/574/225/GCF_053574225.1_VMU_Caureus_v.1.0/GCF_053574225.1_VMU_Caureus_v.1.0_genomic.gff.gz	GCF_053574225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/574/225/GCF_053574225.1_VMU_Caureus_v.1.0/GCF_053574225.1_VMU_Caureus_v.1.0_genomic.fna.gz	99.2	3.9	95.3	0.8	0.0
72004	Bos mutus	68e62493bf9a406d7a849aa6e829d8f9	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/195/GCF_027580195.1_NWIPB_WYAK_1.1/GCF_027580195.1_NWIPB_WYAK_1.1_genomic.gff.gz	GCF_027580195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/195/GCF_027580195.1_NWIPB_WYAK_1.1/GCF_027580195.1_NWIPB_WYAK_1.1_genomic.fna.gz	98.4	2.3	96.1	1.6	0.0
72542	Capra ibex	bbfe39cd88137d208cbcc622de54b052	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/642/885/GCA_054642885.1_CapIbe1.0/GCA_054642885.1_CapIbe1.0_genomic.gff.gz	GCA_054642885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/642/885/GCA_054642885.1_CapIbe1.0/GCA_054642885.1_CapIbe1.0_genomic.fna.gz	99.2	7.0	92.2	0.8	0.0
73337	Ceratotherium simum simum	3ed89b429e4a1dc9d6b1daa3fc3bc0b5	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Ceratotherium_simum_simum/GCA_023653735.1/ensembl/geneset/2022_09/genes.gff3.gz	GCA_023653735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/653/735/GCA_023653735.1_ASM2365373v1/GCA_023653735.1_ASM2365373v1_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
74533	Panthera tigris altaica	5c17e0e617ff3ef7e6fecb9c98b0008b	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Panthera_tigris_altaica/GCA_000464555.1/ensembl/geneset/2018_06/genes.gff3.gz	GCA_000464555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/464/555/GCA_000464555.1_PanTig1.0/GCA_000464555.1_PanTig1.0_genomic.fna.gz	87.6	2.3	85.3	9.3	3.1
74864	Martes flavigula	aab089046e8c5d8dbf9e31c9d6e0a090	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Martes_flavigula/GCA_029410595.1/ensembl/geneset/2023_08/genes.gff3.gz	GCA_029410595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/410/595/GCA_029410595.1_ASM2941059v1/GCA_029410595.1_ASM2941059v1_genomic.fna.gz	99.2	3.9	95.3	0.8	0.0
76717	Lontra canadensis	01748f3d98f141d9751f12aa23b70d47	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/015/895/GCF_010015895.1_GSC_riverotter_1.0/GCF_010015895.1_GSC_riverotter_1.0_genomic.gff.gz	GCF_010015895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/015/895/GCF_010015895.1_GSC_riverotter_1.0/GCF_010015895.1_GSC_riverotter_1.0_genomic.fna.gz	100.0	3.9	96.1	0.0	0.0
76772	Callospermophilus lateralis	14fdbf2f26030a26183476ee5922df7a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/772/815/GCA_048772815.1_mCalLat2.hap1/GCA_048772815.1_mCalLat2.hap1_genomic.gff.gz	GCA_048772815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/772/815/GCA_048772815.1_mCalLat2.hap1/GCA_048772815.1_mCalLat2.hap1_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
77151	Mustela nigripes	0d8d02f7236e0e1f7b24e8680095b153	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/355/385/GCF_022355385.1_MUSNIG.SB6536/GCF_022355385.1_MUSNIG.SB6536_genomic.gff.gz	GCF_022355385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/355/385/GCF_022355385.1_MUSNIG.SB6536/GCF_022355385.1_MUSNIG.SB6536_genomic.fna.gz	100.0	6.2	93.8	0.0	0.0
77218	Rhinolophus hipposideros	277e7c240c2ce96704244c9487abb600	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Rhinolophus_hipposideros/GCA_964194215.2/ensembl/geneset/2025_10/genes.gff3.gz	GCA_964194215.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/194/215/GCA_964194215.2_mRhiHip2.hap2.2/GCA_964194215.2_mRhiHip2.hap2.2_genomic.fna.gz	99.2	4.7	94.6	0.8	0.0
77598	Heterohyrax brucei	eddb19ce0238201c3b0152717fb4e4bc	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/571/685/GCA_028571685.1_mHetBru1.pri/GCA_028571685.1_mHetBru1.pri_genomic.gff.gz	GCA_028571685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/571/685/GCA_028571685.1_mHetBru1.pri/GCA_028571685.1_mHetBru1.pri_genomic.fna.gz	99.2	0.0	99.2	0.0	0.8
77932	Diceros bicornis minor	116472476573ab8fae88abc6c341efa0	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/826/845/GCF_020826845.1_mDicBic1.mat.cur/GCF_020826845.1_mDicBic1.mat.cur_genomic.gff.gz	GCF_020826845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/826/845/GCF_020826845.1_mDicBic1.mat.cur/GCF_020826845.1_mDicBic1.mat.cur_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
79684	Microtus ochrogaster	7d0b1292b47e9eab20211bc4ec667c35	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/375/GCF_000317375.1_MicOch1.0/GCF_000317375.1_MicOch1.0_genomic.gff.gz	GCF_000317375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/375/GCF_000317375.1_MicOch1.0/GCF_000317375.1_MicOch1.0_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
79784	Tursiops aduncus	7e34a440657a805f3a4831a12f2fc6c3	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Tursiops_aduncus/GCA_003227395.1/ensembl/geneset/2020_06/genes.gff3.gz	GCA_003227395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/227/395/GCA_003227395.1_ASM322739v1/GCA_003227395.1_ASM322739v1_genomic.fna.gz	92.2	6.2	86.0	5.4	2.3
79949	Lemmus lemmus	70fb14ed73d945b059ff4722109cab6e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/027/135/GCA_964027135.1_Lemmus_lemmus_n_2024_04_v2/GCA_964027135.1_Lemmus_lemmus_n_2024_04_v2_genomic.gff.gz	GCA_964027135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/027/135/GCA_964027135.1_Lemmus_lemmus_n_2024_04_v2/GCA_964027135.1_Lemmus_lemmus_n_2024_04_v2_genomic.fna.gz	92.2	3.1	89.1	4.7	3.1
81572	Hylobates moloch	d301e25c904420cbad7fae8abe3a9b28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/828/535/GCF_009828535.3_HMol_V3/GCF_009828535.3_HMol_V3_genomic.gff.gz	GCF_009828535.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/828/535/GCF_009828535.3_HMol_V3/GCF_009828535.3_HMol_V3_genomic.fna.gz	97.7	3.9	93.8	2.3	0.0
